agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,10339400,1,1958-09-11,,Yes,CC,USGS,1.18,7.97,Unspecified,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,7.97,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,2,1958-10-16,,Yes,JW,USGS,1.24,9.33,Unspecified,0.00,0.80,,NONE,1,Imported Channel 1,UNSP,other,,9.33,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,3,1958-11-10,,Yes,DC,USGS,1.29,11.3,Unspecified,0.00,0.70,,NONE,1,Imported Channel 1,UNSP,other,,11.3,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,4,1958-12-11,,Yes,RC,USGS,1.26,9.42,Unspecified,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,9.42,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,5,1959-01-13,,Yes,JW,USGS,1.63,27.4,Unspecified,0.00,0.70,,NONE,1,Imported Channel 1,UNSP,other,,27.4,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,6,1959-02-25,,Yes,RC,USGS,1.58,24.7,Unspecified,-0.01,0.50,,NONE,1,Imported Channel 1,UNSP,other,,24.7,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,7,1959-03-25,,Yes,RC,USGS,1.64,28.0,Unspecified,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,28.0,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,8,1959-04-09,,Yes,OK,USGS,1.68,31.5,Unspecified,0.00,0.80,,NONE,1,Imported Channel 1,UNSP,other,,31.5,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,9,1959-04-27,,Yes,RC,USGS,1.53,22.6,Unspecified,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,22.6,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,10,1959-05-13,,Yes,OK,USGS,1.28,11.1,Unspecified,0.00,0.70,,NONE,1,Imported Channel 1,UNSP,other,,11.1,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,11,1959-06-10,,Yes,RC,USGS,1.12,5.62,Unspecified,0.00,0.30,,NONE,1,Imported Channel 1,UNSP,other,,5.62,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,12,1959-07-07,,Yes,OK,USGS,0.96,2.60,Unspecified,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,2.60,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,13,1959-08-07,,Yes,JW,USGS,0.92,1.98,Unspecified,0.00,0.20,,NONE,1,Imported Channel 1,UNSP,other,,1.98,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,15,1959-10-06,,Yes,OK,USGS,1.12,5.66,Good,0.00,0.60,,NONE,1,Imported Channel 1,UNSP,other,,5.66,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,16,1959-11-04,,Yes,RC,USGS,1.17,6.50,Good,-0.01,0.40,,NONE,1,Imported Channel 1,UNSP,other,,6.50,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,17,1959-12-09,,Yes,OK,USGS,,7.70,Good,,,IceCover,NONE,1,Imported Channel 1,UNSP,other,,7.70,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,18,1960-01-04,,Yes,RC,USGS,,7.83,Unspecified,,,IceCover,NONE,1,Imported Channel 1,UNSP,other,,7.83,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,19,1960-02-03,,Yes,RC,USGS,1.42,16.7,Good,0.00,0.30,,NONE,1,Imported Channel 1,UNSP,other,,16.7,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,20,1960-03-01,,Yes,RC,USGS,1.32,10.1,Unspecified,-0.01,0.70,Clear,NONE,1,Imported Channel 1,UNSP,other,,10.1,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,21,1960-03-07,,Yes,DC,USGS,2.99,220,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,22,1960-03-15,,Yes,JW,USGS,1.86,43.3,Excellent,0.00,0.70,,NONE,1,Imported Channel 1,UNSP,other,,43.3,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,23,1960-04-07,,Yes,OK,USGS,2.12,68.3,Good,-0.01,0.80,,NONE,1,Imported Channel 1,UNSP,other,,68.3,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,24,1960-05-04,,Yes,OK,USGS,1.36,14.2,Good,0.00,0.70,,NONE,1,Imported Channel 1,UNSP,other,,14.2,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10339400,25,1960-06-03,,Yes,OK,USGS,1.11,5.57,Unspecified,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,5.57,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
