agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,11204500,179,1901-02-25,,Yes,MCG/MCG,USGS,1.62,44.0,Good,0.00,0.80,,NONE,1,Imported Channel 1,WADE,unspe,unkno,44.0,41.0,64.0,0.69,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,3,1931-01-22,,Yes,FAJ/FAJ,USGS,1.12,8.20,Unspecified,0.00,0.30,,NONE,1,Imported Channel 1,WADE,unspe,unkno,8.20,,,0.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,4,1931-01-31,,Yes,FAJ/FAJ,USGS,1.25,14.0,Unspecified,0.00,0.40,,NONE,1,Imported Channel 1,WADE,unspe,unkno,14.0,,,0.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,5,1931-02-01,,Yes,FAJ/FAJ,USGS,1.35,22.0,Unspecified,0.00,0.30,,NONE,1,Imported Channel 1,WADE,unspe,unkno,22.0,,,0.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,6,1931-02-04,,Yes,FAJ/FAJ,USGS,1.23,15.0,Unspecified,0.00,0.60,,NONE,1,Imported Channel 1,WADE,unspe,unkno,15.0,,,0.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,7,1931-02-14,,Yes,FAJ/FAJ,USGS,1.16,9.60,Unspecified,0.00,0.30,,NONE,1,Imported Channel 1,UNSP,other,,9.60,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,8,1931-02-15,,Yes,FAJ/FAJ,USGS,1.40,25.0,Unspecified,0.00,0.30,,NONE,1,Imported Channel 1,WADE,unspe,unkno,25.0,,,0.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,9,1931-03-13,,Yes,HMO/HMO,USGS,1.25,14.0,Unspecified,0.00,0.60,,NONE,1,Imported Channel 1,UNSP,other,,14.0,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11204500,10,1931-04-09,,Yes,FJA/FAJ,USGS,1.15,9.80,Unspecified,0.00,0.30,,NONE,1,Imported Channel 1,UNSP,other,,9.80,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
