agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,11152540,1,1961-09-26,,Yes,EIS,USGS,3.06,0.02,Unspecified,,,,NONE,1,Imported Channel 1,OTHR,other,,0.02,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,2,1961-11-10,,Yes,VDB,USGS,3.10,0.05,Good,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.05,1.00,0.07,0.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,3,1961-12-01,,Yes,EIS,USGS,3.21,0.64,Good,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.64,3.40,0.72,0.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,4,1961-12-12,,Yes,VDB,USGS,3.11,0.07,Good,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.07,0.80,0.07,1.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,5,1962-01-11,,Yes,VDB,USGS,3.12,0.10,Good,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.10,0.70,0.09,1.11,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,6,1962-02-02,,Yes,VDB,USGS,3.12,0.10,Fair,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.10,0.90,0.12,0.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,7,1962-02-11,,Yes,VDB,USGS,3.15,0.19,Good,0.00,0.20,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.19,1.30,0.19,1.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,8,1962-03-19,,Yes,VDB/EIS,USGS,3.19,0.34,Good,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.34,2.00,0.34,1.00,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,9,1962-04-11,,Yes,BUT,USGS,3.13,0.10,Good,0.00,0.20,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.10,2.30,0.36,0.27,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,10,1962-05-08,,Yes,VDB,USGS,3.11,0.07,Fair,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.07,1.00,0.13,0.54,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,11,1962-06-13,,Yes,BUT,USGS,3.11,0.06,Good,0.00,0.20,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.06,1.00,0.08,0.75,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,12,1962-07-30,,Yes,BUT,USGS,0.31,0.03,Fair,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.03,0.70,0.05,0.60,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,13,1962-08-14,,Yes,THI,USGS,3.10,0.04,Unspecified,,,,NONE,1,Imported Channel 1,OTHR,other,,0.04,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,15,1962-11-09,,Yes,BUT,USGS,3.10,0.05,Good,0.00,0.10,,NONE,1,Imported Channel 1,WADE,unspe,unkno,0.05,0.90,0.06,0.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,16,1962-11-23,,Yes,THI,USGS,3.09,0.06,Fair,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.06,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,17,1962-12-28,,Yes,BUT,USGS,3.10,0.05,Unspecified,,,,NONE,1,Imported Channel 1,OTHR,other,,0.05,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,18,1963-01-24,,Yes,THI,USGS,3.10,0.11,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.11,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,19,1963-02-15,,Yes,THI,USGS,3.12,0.11,Fair,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.11,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,20,1963-03-12,,Yes,BUT,USGS,3.11,0.09,Good,0.00,0.20,,NONE,1,Imported Channel 1,UNSP,other,,0.09,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,21,1963-04-19,,Yes,THI,USGS,3.24,0.73,Good,0.00,0.30,,NONE,1,Imported Channel 1,UNSP,other,,0.73,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,22,1963-05-23,,Yes,BUT,USGS,3.13,0.11,Good,0.00,0.20,,NONE,1,Imported Channel 1,UNSP,other,,0.11,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,23,1963-06-27,,Yes,THI,USGS,3.08,0.06,Fair,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.06,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,24,1963-07-26,,Yes,THI,USGS,3.08,0.04,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.04,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,25,1963-08-26,,Yes,BUT,USGS,3.06,0.03,Unspecified,,,,NONE,1,Imported Channel 1,OTHR,other,,0.03,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,26,1963-09-20,,Yes,THI,USGS,3.08,0.08,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.08,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,27,1963-10-29,,Yes,EIS,USGS,3.09,0.06,Fair,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.06,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,28,1963-11-20,,Yes,THI,USGS,3.13,0.11,Good,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.11,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,29,1963-12-24,,Yes,BUT,USGS,3.11,0.03,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.03,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,30,1964-01-21,,Yes,THI,USGS,3.12,0.11,Good,0.00,0.20,,NONE,1,Imported Channel 1,UNSP,other,,0.11,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,31,1964-02-20,,Yes,BUT,USGS,3.11,0.10,Good,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.10,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,32,1964-03-18,,Yes,THI,USGS,3.11,0.10,Fair,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.10,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,33,1964-03-23,,Yes,THI,USGS,3.28,1.19,Good,-0.01,0.50,,NONE,1,Imported Channel 1,UNSP,other,,1.19,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,34,1964-04-21,,Yes,BUT/LAB,USGS,3.10,0.10,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.10,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,35,1964-05-29,,Yes,THI,USGS,3.10,0.16,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.16,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,36,1964-06-18,,Yes,BUT,USGS,3.08,0.06,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.06,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,37,1964-07-09,,Yes,THI,USGS,3.10,0.01,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.01,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,38,1964-09-03,,Yes,LOP,USGS,3.08,0.01,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.01,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,39,1964-10-08,,Yes,BUT,USGS,3.08,0.02,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.02,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,40,1964-11-06,,Yes,LOP,USGS,3.12,0.04,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.04,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,41,1964-11-17,,Yes,LOP,USGS,3.13,0.03,Fair,,,,NONE,1,Imported Channel 1,OTHR,other,,0.03,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11152540,42,1964-12-16,,Yes,BUT,USGS,3.12,0.02,Fair,0.00,0.10,,NONE,1,Imported Channel 1,UNSP,other,,0.02,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
