agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,11451000,1,1944-05-05,,Yes,mat,USGS,2.53,121,Poor,0.00,1.00,,NONE,1,Imported Channel 1,UNSP,other,,121,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,2,1944-05-05,,Yes,mat,USGS,2.53,126,Poor,0.00,0.90,,NONE,1,Imported Channel 1,UNSP,other,,126,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,3,1944-05-06,,Yes,mat,USGS,2.52,121,Fair,0.00,1.00,,NONE,1,Imported Channel 1,UNSP,other,,121,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,4,1944-05-08,,Yes,dah,USGS,3.40,300,Fair,0.00,1.30,,NONE,1,Imported Channel 1,UNSP,other,,300,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,5,1944-05-22,,Yes,dah,USGS,2.97,196,Fair,0.00,1.30,,NONE,1,Imported Channel 1,UNSP,other,,196,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,6,1944-05-22,,Yes,dah,USGS,3.35,287,Fair,0.00,1.30,,NONE,1,Imported Channel 1,UNSP,other,,287,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,7,1944-06-16,,Yes,dah,USGS,3.43,296,Fair,0.02,1.50,,NONE,1,Imported Channel 1,UNSP,other,,296,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,8,1944-07-12,,Yes,dah,USGS,3.75,378,Fair,0.00,1.00,,NONE,1,Imported Channel 1,UNSP,other,,378,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11451000,9,1944-09-02,,Yes,dah,USGS,3.38,286,Fair,0.00,1.60,,NONE,1,Imported Channel 1,UNSP,other,,286,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
