agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,10336645,1,1980-07-07,,Yes,GR,USGS,1.06,11.4,Good,0.00,0.70,,NONE,1,Imported Channel 1,UNSP,other,,11.4,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,2,1980-07-18,,Yes,GR,USGS,0.85,3.85,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,3.85,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,3,1980-08-28,,Yes,GR,USGS,0.62,1.20,Good,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,1.20,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,4,1980-10-03,,Yes,JM,USGS,0.68,1.10,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,1.10,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,5,1980-11-06,,Yes,GR,USGS,0.71,1.04,Good,0.00,0.50,,NONE,1,Imported Channel 1,UNSP,other,,1.04,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,6,1980-12-05,,Yes,GR,USGS,0.78,1.87,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,1.87,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,7,1980-12-29,,Yes,GR,USGS,0.73,1.69,Good,0.00,0.50,Clear,NONE,1,Imported Channel 1,UNSP,other,,1.69,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,8,1981-02-03,,Yes,JM,USGS,1.05,2.35,Fair,0.00,0.40,IceCover,NONE,1,Imported Channel 1,UNSP,other,,2.35,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,9,1981-02-27,,Yes,GR,USGS,1.12,7.51,Good,-0.01,0.30,,NONE,1,Imported Channel 1,UNSP,other,,7.51,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,10,1981-03-27,,Yes,GR,USGS,1.06,9.72,Good,0.00,0.40,Clear,NONE,1,Imported Channel 1,UNSP,other,,9.72,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,11,1981-04-30,,Yes,JM,USGS,2.07,125,Good,0.02,0.40,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,125,23.0,35.4,3.53,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,12,1981-05-01,,Yes,JM,USGS,1.74,69.7,Good,-0.01,0.30,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,69.7,22.5,26.7,2.61,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,13,1981-05-08,,Yes,GR,USGS,1.36,29.0,Good,-0.01,0.40,,NONE,1,Imported Channel 1,UNSP,other,,29.0,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,15,1981-07-10,,Yes,GR,USGS,0.71,0.90,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,0.90,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,16,1981-07-30,,Yes,GR,USGS,0.76,0.80,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,0.80,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,17,1981-08-28,,Yes,GR,USGS,0.76,0.63,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,0.63,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,18,1981-09-24,,Yes,GR,USGS,0.83,0.77,Good,0.00,0.40,DebrisModerate,NONE,1,Imported Channel 1,UNSP,other,,0.77,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,19,1981-10-08,,Yes,GR,USGS,0.86,0.99,Good,0.00,0.50,DebrisModerate,NONE,1,Imported Channel 1,UNSP,other,,0.99,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,20,1981-10-30,,Yes,GR,USGS,0.90,1.18,Good,-0.01,0.40,DebrisModerate,NONE,1,Imported Channel 1,UNSP,other,,1.18,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,22,1981-11-24,,Yes,JRM/GLR,USGS,2.47,170,Good,-0.04,0.40,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,170,24.0,42.1,4.03,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10336645,21,1981-11-24,,Yes,JRM/GLR,USGS,4.52,577,Unspecified,,,Clear,NONE,1,Imported Channel 1,OTHR,QIDIR,,577,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
