agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,11447905,1,1996-10-25 11:11:00,PST,Yes,???,USGS,10.92,1720,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1720,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,2,1996-10-25 11:13:00,PST,Yes,???,USGS,10.94,1540,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1540,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,3,1996-10-25 11:16:00,PST,Yes,???,USGS,10.96,1170,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1170,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,4,1996-10-25 11:19:00,PST,Yes,???,USGS,10.99,833,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,833,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,5,1996-10-25 11:22:00,PST,Yes,???,USGS,11.03,537,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,537,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,6,1997-07-25 09:40:00,PST,Yes,???,USGS,13.13,3740,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3740,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,7,1997-07-25 09:44:00,PST,Yes,???,USGS,13.11,4340,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4340,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,8,1997-07-25 09:46:00,PST,Yes,???,USGS,13.09,4590,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,9,1997-07-25 09:49:00,PST,Yes,???,USGS,13.08,5050,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,10,1997-07-25 09:52:00,PST,Yes,???,USGS,13.06,5330,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5330,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,11,1997-07-25 09:54:00,PST,Yes,???,USGS,13.04,5710,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5710,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,12,1997-07-25 11:17:00,PST,Yes,???,USGS,12.66,9860,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,9860,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,13,1997-07-25 11:20:00,PST,Yes,???,USGS,12.64,10300,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10300,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,15,1997-07-25 11:25:00,PST,Yes,???,USGS,12.61,10600,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10600,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,16,1997-07-25 11:27:00,PST,Yes,???,USGS,12.60,10400,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10400,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,17,1997-07-25 11:30:00,PST,Yes,???,USGS,12.59,10600,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10600,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,18,1997-07-25 12:46:00,PST,Yes,???,USGS,12.12,10900,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10900,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,19,1997-07-25 12:48:00,PST,Yes,???,USGS,12.10,10900,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10900,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,20,1997-07-25 12:51:00,PST,Yes,???,USGS,12.09,11000,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,11000,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,21,1997-07-25 12:53:00,PST,Yes,???,USGS,12.07,10800,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,10800,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,22,1997-09-09 11:29:00,PST,Yes,???,USGS,12.55,2480,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2480,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,23,1997-09-09 11:31:00,PST,Yes,???,USGS,12.54,1860,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1860,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,24,1997-09-09 11:34:00,PST,Yes,???,USGS,12.52,2470,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2470,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,25,1997-09-09 11:41:00,PST,Yes,???,USGS,12.48,3360,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3360,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,26,1997-09-09 11:44:00,PST,Yes,???,USGS,12.47,3540,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3540,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,27,1997-09-09 11:47:00,PST,Yes,???,USGS,12.46,3900,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3900,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,28,1997-09-09 11:50:00,PST,Yes,???,USGS,12.45,3710,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3710,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,29,1997-09-09 11:53:00,PST,Yes,???,USGS,12.44,4420,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4420,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,30,1997-09-09 11:56:00,PST,Yes,???,USGS,12.42,4500,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4500,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,31,1997-09-09 11:59:00,PST,Yes,???,USGS,12.40,5090,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5090,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,32,1997-09-09 12:02:00,PST,Yes,???,USGS,12.39,4830,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4830,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,33,1997-09-09 12:05:00,PST,Yes,???,USGS,12.39,5270,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5270,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,34,1997-09-09 12:09:00,PST,Yes,???,USGS,12.38,5390,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5390,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,35,1997-09-09 12:12:00,PST,Yes,???,USGS,12.37,5650,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,36,1997-09-09 13:45:00,PST,Yes,???,USGS,12.02,7650,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,37,1997-09-09 13:48:00,PST,Yes,???,USGS,12.01,7980,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7980,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,38,1997-09-09 13:50:00,PST,Yes,???,USGS,12.01,7410,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7410,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,39,1997-09-09 13:53:00,PST,Yes,???,USGS,12.00,7890,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7890,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,40,1997-09-09 13:55:00,PST,Yes,???,USGS,11.99,7250,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7250,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,41,1997-09-09 13:58:00,PST,Yes,???,USGS,11.97,7930,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7930,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,42,1997-09-09 14:01:00,PST,Yes,???,USGS,11.95,7310,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7310,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,43,1997-09-09 14:04:00,PST,Yes,???,USGS,11.94,7890,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7890,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,44,1997-09-10 07:01:00,PST,Yes,???,USGS,10.90,6220,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,45,1997-09-10 07:04:00,PST,Yes,???,USGS,10.91,5540,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5540,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,46,1997-09-10 07:07:00,PST,Yes,???,USGS,10.91,5960,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5960,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,47,1997-09-10 07:10:00,PST,Yes,???,USGS,10.91,5610,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5610,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,48,1997-09-10 07:14:00,PST,Yes,???,USGS,10.92,5430,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5430,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,49,1997-09-10 07:17:00,PST,Yes,???,USGS,10.92,5190,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5190,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,50,1997-09-10 07:21:00,PST,Yes,???,USGS,10.93,5140,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5140,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11447905,51,1997-09-10 07:24:00,PST,Yes,???,USGS,10.95,4650,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
