agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,11336790,1,2006-08-03 09:36:00,PST,Yes,???,USGS,16.31,-642,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-642,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,2,2006-08-03 09:40:00,PST,Yes,???,USGS,16.39,-574,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-574,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,3,2006-08-03 09:47:00,PST,Yes,???,USGS,16.44,-789,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-789,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,4,2006-08-03 09:52:00,PST,Yes,???,USGS,16.45,-805,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-805,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,5,2006-08-03 09:57:00,PST,Yes,???,USGS,16.47,-939,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-939,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,6,2006-08-03 10:21:00,PST,Yes,???,USGS,16.62,-1080,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-1080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,7,2006-08-03 10:27:00,PST,Yes,???,USGS,16.67,-1080,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-1080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,8,2006-08-03 10:31:00,PST,Yes,???,USGS,16.76,-382,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-382,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,9,2006-08-03 10:55:00,PST,Yes,???,USGS,16.75,-799,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-799,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,10,2006-08-03 11:06:00,PST,Yes,???,USGS,16.84,-694,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-694,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,11,2006-08-03 11:12:00,PST,Yes,???,USGS,16.88,-475,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-475,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,12,2006-08-03 11:17:00,PST,Yes,???,USGS,16.90,-440,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-440,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,13,2006-08-03 11:43:00,PST,Yes,???,USGS,17.05,48.0,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,48.0,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,15,2006-08-03 11:55:00,PST,Yes,???,USGS,17.12,105,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,105,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,16,2006-08-03 12:00:00,PST,Yes,???,USGS,17.15,187,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,187,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,17,2006-08-03 12:05:00,PST,Yes,???,USGS,17.15,624,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,624,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,18,2006-08-03 12:10:00,PST,Yes,???,USGS,17.19,544,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,544,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,19,2006-08-03 12:15:00,PST,Yes,???,USGS,17.19,389,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,389,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,20,2006-08-03 12:21:00,PST,Yes,???,USGS,17.23,619,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,619,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,21,2006-08-03 12:26:00,PST,Yes,???,USGS,17.23,1070,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1070,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,22,2006-08-03 12:30:00,PST,Yes,???,USGS,17.25,994,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,994,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,23,2006-08-03 12:35:00,PST,Yes,???,USGS,17.25,880,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,880,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,24,2006-08-03 12:40:00,PST,Yes,???,USGS,17.30,901,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,901,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,25,2006-08-03 12:59:00,PST,Yes,???,USGS,17.31,1290,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1290,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,26,2006-08-03 13:03:00,PST,Yes,???,USGS,17.32,1360,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1360,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,27,2006-08-03 13:08:00,PST,Yes,???,USGS,17.33,1560,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1560,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,28,2006-08-03 13:12:00,PST,Yes,???,USGS,17.33,1650,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,29,2006-08-03 13:16:00,PST,Yes,???,USGS,17.32,1720,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1720,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,30,2006-08-03 13:24:00,PST,Yes,???,USGS,17.35,1800,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1800,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,31,2006-08-03 13:40:00,PST,Yes,???,USGS,17.34,2120,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2120,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,32,2006-08-03 13:44:00,PST,Yes,???,USGS,17.34,2160,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2160,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,33,2006-08-03 13:49:00,PST,Yes,???,USGS,17.33,2160,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2160,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,34,2006-08-03 13:54:00,PST,Yes,???,USGS,17.33,2330,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2330,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,35,2006-08-03 14:10:00,PST,Yes,???,USGS,17.31,2530,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2530,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,36,2006-08-03 14:14:00,PST,Yes,???,USGS,17.30,2590,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,37,2006-08-03 14:18:00,PST,Yes,???,USGS,17.29,2650,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,38,2006-08-03 14:22:00,PST,Yes,???,USGS,17.29,2730,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2730,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,39,2006-08-03 14:29:00,PST,Yes,???,USGS,17.27,2780,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2780,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,40,2006-08-03 14:34:00,PST,Yes,???,USGS,17.25,2820,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2820,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,41,2006-08-03 14:49:00,PST,Yes,???,USGS,17.22,2820,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2820,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,42,2006-08-03 14:54:00,PST,Yes,???,USGS,17.20,2870,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2870,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,43,2006-08-03 15:12:00,PST,Yes,???,USGS,17.15,2950,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2950,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,44,2006-08-03 15:20:00,PST,Yes,???,USGS,17.13,3000,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3000,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,45,2006-08-03 15:34:00,PST,Yes,???,USGS,17.09,3060,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,46,2006-08-03 15:42:00,PST,Yes,???,USGS,17.07,3020,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3020,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,47,2006-10-05 07:27:00,PST,Yes,???,USGS,16.40,6180,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6180,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,48,2006-10-05 07:34:00,PST,Yes,???,USGS,16.34,6200,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6200,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,49,2006-10-05 07:42:00,PST,Yes,???,USGS,16.27,6300,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6300,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,50,2006-10-05 07:49:00,PST,Yes,???,USGS,16.21,6100,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6100,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,51,2006-10-05 08:04:00,PST,Yes,???,USGS,16.08,6290,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6290,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,52,2006-10-05 08:12:00,PST,Yes,???,USGS,16.02,6070,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6070,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,53,2006-10-05 08:41:00,PST,Yes,???,USGS,15.81,6560,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6560,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,54,2006-10-05 08:48:00,PST,Yes,???,USGS,15.74,6260,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6260,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,55,2006-10-05 09:13:00,PST,Yes,???,USGS,15.55,6500,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6500,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,56,2006-10-05 09:20:00,PST,Yes,???,USGS,15.50,6240,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6240,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,57,2006-10-05 09:41:00,PST,Yes,???,USGS,15.38,6430,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6430,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,58,2006-10-05 10:00:00,PST,Yes,???,USGS,15.27,5950,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5950,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,59,2006-10-05 10:06:00,PST,Yes,???,USGS,15.25,6060,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,60,2006-10-05 10:12:00,PST,Yes,???,USGS,15.23,5670,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5670,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,61,2006-10-05 10:19:00,PST,Yes,???,USGS,15.22,5590,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,62,2006-10-05 10:24:00,PST,Yes,???,USGS,15.22,5190,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5190,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,63,2006-10-05 10:32:00,PST,Yes,???,USGS,15.22,5220,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,64,2006-10-05 10:37:00,PST,Yes,???,USGS,15.22,4690,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4690,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,65,2006-10-05 10:43:00,PST,Yes,???,USGS,15.25,4310,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4310,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,66,2006-10-05 10:50:00,PST,Yes,???,USGS,15.29,3670,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3670,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,67,2006-10-05 10:56:00,PST,Yes,???,USGS,15.34,3400,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3400,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,68,2006-10-05 11:01:00,PST,Yes,???,USGS,15.39,2740,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2740,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,69,2006-10-05 11:06:00,PST,Yes,???,USGS,15.44,2380,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2380,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,70,2006-10-05 11:12:00,PST,Yes,???,USGS,15.51,1610,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1610,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,71,2006-10-05 11:19:00,PST,Yes,???,USGS,15.58,1210,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1210,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,72,2006-10-05 11:25:00,PST,Yes,???,USGS,15.64,612,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,612,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,73,2006-10-05 11:30:00,PST,Yes,???,USGS,15.69,319,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,319,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,74,2006-10-05 11:36:00,PST,Yes,???,USGS,15.75,-354,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-354,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,11336790,75,2006-10-05 11:41:00,PST,Yes,???,USGS,15.81,-525,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,-525,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
