agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,10344400,2,1957-10-14,,Yes,DC,USGS,1.29,139,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,139,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,3,1957-11-18,,Yes,DC,USGS,1.28,132,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,132,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,4,1957-12-31,,Yes,DC,USGS,1.09,91.8,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,91.8,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,5,1958-01-31,,Yes,DC,USGS,0.88,47.0,Unspecified,,,IceCover,NONE,1,Imported Channel 1,UNSP,other,,47.0,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,6,1958-03-03,,Yes,RC,USGS,1.49,229,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,229,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,7,1958-04-08,,Yes,RC,USGS,1.19,102,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,102,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,8,1958-04-23,,Yes,RC,USGS,2.61,944,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,944,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,9,1958-05-06,,Yes,DC,USGS,2.91,1310,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,1310,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,10,1958-05-20,,Yes,OK,USGS,3.11,1540,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,1540,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,11,1958-05-26,,Yes,RC,USGS,2.89,1320,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,1320,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,12,1958-06-05,,Yes,RC,USGS,2.37,730,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,730,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,13,1958-06-25,,Yes,OK,USGS,2.15,551,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,551,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,14,1958-07-22,,Yes,OK,USGS,1.12,92.9,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,92.9,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,16,1958-09-28,,Yes,RC,USGS,1.14,92.5,Unspecified,,,,NONE,1,Imported Channel 1,UNSP,other,,92.5,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,17,1958-10-30,,Yes,CC,USGS,1.22,116,Unspecified,0.00,1.00,,NONE,1,Imported Channel 1,UNSP,other,,116,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,18,1958-12-03,,Yes,JW,USGS,1.02,73.6,Unspecified,0.02,1.20,,NONE,1,Imported Channel 1,UNSP,other,,73.6,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,19,1958-12-31,,Yes,JW,USGS,0.73,30.1,Good,0.00,1.10,IceShore,NONE,1,Imported Channel 1,UNSP,other,,30.1,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,21,1959-02-02,,Yes,OK,USGS,0.85,47.7,Unspecified,0.02,0.50,IceShore,NONE,1,Imported Channel 1,UNSP,other,,47.7,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,20,1959-02-02,,Yes,OK,USGS,0.81,39.9,Unspecified,0.06,0.50,IceShore,NONE,1,Imported Channel 1,UNSP,other,,39.9,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,22,1959-03-06,,Yes,OK,USGS,1.06,77.4,Unspecified,0.00,1.10,,NONE,1,Imported Channel 1,UNSP,other,,77.4,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,23,1959-03-31,,Yes,OK,USGS,1.29,133,Unspecified,-0.01,1.20,,NONE,1,Imported Channel 1,UNSP,other,,133,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,24,1959-05-05,,Yes,RC,USGS,1.36,152,Unspecified,0.00,1.10,,NONE,1,Imported Channel 1,UNSP,other,,152,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,25,1959-06-03,,Yes,JE,USGS,1.34,152,Good,0.00,1.20,,NONE,1,Imported Channel 1,UNSP,other,,152,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,26,1959-07-09,,Yes,JW,USGS,0.46,9.76,Good,0.00,0.40,,NONE,1,Imported Channel 1,UNSP,other,,9.76,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,27,1959-08-07,,Yes,JW,USGS,0.38,6.00,Good,0.00,0.60,,NONE,1,Imported Channel 1,UNSP,other,,6.00,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,28,1959-09-08,,Yes,OK,USGS,0.59,16.7,Unspecified,0.00,0.60,,NONE,1,Imported Channel 1,UNSP,other,,16.7,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,29,1959-10-07,,Yes,OK,USGS,1.18,106,Good,0.00,1.10,,NONE,1,Imported Channel 1,UNSP,other,,106,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,30,1959-11-09,,Yes,RC,USGS,0.63,19.4,Unspecified,-0.01,0.50,Clear,NONE,1,Imported Channel 1,UNSP,other,,19.4,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,10344400,31,1959-12-09,,Yes,RC,USGS,0.42,7.55,Unspecified,0.01,0.40,IceCover,NONE,1,Imported Channel 1,UNSP,other,,7.55,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
