agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,09523000,621,1986-10-08 08:50:00,MST,Yes,DMC,USGS,25.01,12200,Good,-0.04,1.30,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,12200,230,3560,3.42,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,622,1986-11-05 09:15:00,MST,Yes,WCW,USGS,23.20,10100,Good,0.02,1.20,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,10100,223,3150,3.22,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,623,1986-12-10 09:40:00,MST,Yes,DJB,USGS,24.50,11900,Good,0.00,1.40,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,11900,227,3440,3.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,624,1987-01-07 09:35:00,MST,Yes,WWD,USGS,22.25,8750,Good,0.00,1.30,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,8750,220,2900,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,625,1987-02-04 09:10:00,MST,Yes,WCW,USGS,24.97,12600,Good,0.01,1.20,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,12600,230,3560,3.55,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,626,1987-03-04 09:00:00,MST,Yes,WCW,USGS,25.04,12600,Good,0.01,1.20,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,12600,230,3580,3.51,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,627,1987-04-08 09:10:00,MST,Yes,WCW,USGS,22.97,9720,Good,0.01,1.20,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,9720,22.0,3100,3.14,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,628,1987-05-06 09:10:00,MST,Yes,DJB,USGS,22.20,8630,Good,-0.01,1.20,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,8630,219,2910,2.97,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,09523000,629,1987-06-03 09:10:00,MST,Yes,WWD,USGS,21.71,7950,Good,0.00,1.20,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,7950,218,2800,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
